job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips,source,company,salary_min,salary_max,country_code,extracted_skills,avg_salary
,,26-088 Financial Data Analyst,"Job Description Title: Financial Data Analyst 26-088 Resume Due Date: Friday, September 4th, 2026 (5:00PM EST0 Number of Vacancies : 2 Level: MP5 Rate: $90 - $100/hr INC (based on experience) Duration: 24 months Hours of work: 40 Location: 1908 Colonel Sam Drive, Hybrid 2 days onsite 3 days remote Job Overview We are seeking a Finance Data Analyst to support data-driven decision-making across the finance function. In this role, you will analyze financial and operational data, develop reports an…",,,"Oshawa, Durham region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Morson,187200.0,208000.0,ca,[],197600.0
,,"Data Analyst, In-line Inspection (ILI)","Your Job We are seeking a Data Analyst for our Pipeline Inline Inspection (ILI) Data Analysis team. DarkVision uses state-of-the-art proprietary acoustic imaging technologies to provide asset inspection services to industrial clients. This ultrasound system gathers immense datasets and identifies defects as small as a few millimeters. Automated processing, measurement, classification, and visualization algorithms are crucial due to the time-consuming and inconsistent nature of manual processing…",,,"North Vancouver, Greater Vancouver",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Koch,62400.0,79040.0,ca,[],70720.0
,,"Data Analyst, Corporate Human Resources","Description We are seeking a customer‑focused Data Analyst to join our Corporate Human Resources team. This role is ideal for someone who thrives on turning data into actionable insights, enjoys engaging with stakeholders, and is passionate about empowering others to advance their analytics capabilities. You will contribute to building our enterprise data foundation—including the development of our data lake, secure data access, and advanced reporting—and support analytics across the HR functio…",,,"Saint John, Saint John region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,J.D. Irving,60000.0,85500.0,ca,[],72750.0
,,Sr. Healthcare Data Analyst (Medicaid),"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Sr. Healthcare Data Analyst (Medicaid) based in Canada. This is a senior data analytics opportunity focused on using healthcare data to strengthen Medicaid program oversight. You will analyze large and complex datasets to identify patterns, vulnerabilities, and potential areas of fraud, waste, and abuse. The role combines advanced analytics, Medicaid policy knowledge…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Jobgether,106250.0,143750.0,ca,[],125000.0
,,Product Data Analyst - Acquiring Operations,"NMI is looking for a highly analytical and data-obsessed Product Data Analyst to help power decision-making across our acquiring operations and merchant lifecycle products. This role sits at the intersection of product, operations, and business intelligence — transforming large datasets into actionable insights that improve operational efficiency, merchant growth, product adoption, and financial performance. You’ll partner closely with Product Managers, Operations, Engineering, Sales, Finance, …",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,NMI,95000.0,120000.0,ca,[],107500.0
,,"Senior Data Analyst, Business Intelligence","About the Team: Turo is looking for a Senior Data Analyst to join our Business Intelligence team. You will be the technical lead for our BI ecosystem, responsible for both the day-to-day administration of our tools and the long-term vision of how we scale our data platforms. This is a role for a technical builder who cares about the ""why"" and the ""how."" You’ll combine advanced SQL and coding skills with a sharp eye for design to make sure our data isn't just accurate, but easy and intuitive for…",,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Turo,70000.0,88000.0,ca,['SQL'],79000.0
,,"Sourcing Data Analyst, Advanced Analytics","Sourcing Analyst, Advanced Analytics Mohawk Medbuy Corporation (MMC) is a national, not-for-profit, shared services organization that supports hundreds of health care providers across Canada, as well as child welfare agencies and other public sector organizations. MMC provides value-driven contracting and procurement solutions for medical/surgical supplies, pharmaceutical products, local sourcing, capital (equipment, FF&E and redevelopment) and nutrition solutions. Other services include data a…",,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Mohawk Medbuy,62096.0,72778.0,ca,[],67437.0
,,BI & Data Analyst (12 Months Contract),"Choose a workplace that empowers your impact. Join a global workplace where employees thrive. One that embraces diversity of thought, expertise and passion. A place where you can personalize your employee journey to be — and deliver — your best. We are a leading global real estate investor, developer and manager. We combine our capital with our capabilities to create real estate that strengthens economies and communities. By prioritizing people, partnerships and places, we generate meaningful r…",,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,OMERS,72000.0,108000.0,ca,[],90000.0
,,Senior Data Analyst (m/f/d),"We are TRADER , a Canadian leader in digital automotive solutions. Our flagship brands - AutoTrader.ca, AutoSync, Dealertrack Canada and CMS - help Canadians buy, sell, and finance vehicles with confidence. Learn more at tradercorporation.com. As part of AutoScout24 group, Europe’s largest online car marketplace, we’re shaping the future of automotive retail in Canada and beyond. As Senior Data Analyst you will join our Seller & Listing Analytics team. You will partner with Product, Engineering…",,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,AutoTrader.ca,110000.0,140000.0,ca,[],125000.0
,,"Senior Fund Data Analyst, Security Master and Pricing","At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. Fixed Term Contract: up to 12 months We are currently seeking a Senior Fund Data Analyst to join our Portfolio Operations team. In this role, the success…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,CI Financial,55000.0,95000.0,ca,[],75000.0
,,"Associate Director, Trade Data Analyst - COO Group","Job Description What is the opportunity? Drive reconciliation and pricing validation. This role is part of RBC Capital Markets Data Strategy & Execution and is responsible for delivering trusted, governed, AI-ready data capabilities. The Trade Data Analyst will define strategy, lead execution, partner across business and technology, and deliver measurable business value through modern data capabilities. What will you do? Develop domain strategy aligned with Capital Markets objectives. Partner w…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Royal Bank of Canada,110000.0,140000.0,ca,[],125000.0
,,"Product Data Analyst, Mobile App User Acquisition","StackAdapt is the leading technology company that empowers marketers to reach, engage, and convert audiences with precision. With 465 billion automated optimizations per second, the AI-powered StackAdapt Marketing Platform seamlessly connects brand and performance marketing to drive measurable results across the entire customer journey. The most forward-thinking marketers choose StackAdapt to orchestrate high-impact campaigns across programmatic advertising and marketing channels. StackAdapt’s …",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,StackAdapt,76000.0,104500.0,ca,[],90250.0
,,Senior Business Data Analyst (Asset/ Investment Management),"Best Workplaces™ in Canada 2020 - 2026 | Best Workplaces™ with Most Trusted Executive Teams 2024 - 2026 | Best Workplaces™ in Financial Services & Insurance 2020 - 2025 | Best Workplaces™ for Mental Wellness 2023 - 2026 | Best Workplaces™ for Giving Back 2022, 2024 | Best Workplaces™ for Inclusion 2021, 2024 | Best Workplaces™ for Women 2021 | Best Workplaces™ in Ontario™ 2020, 2021, 2024 | Best Workplaces™ for Professional Development 2025, 2026 | Best Workplaces™ for Young Talent 2026 One of …",,,"Berczy Park, City of Toronto",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Picton Mahoney Asset Management,120000.0,130000.0,ca,[],125000.0
,,Data Systems Analyst,"Energize your career in the Arctic! Find your next exciting adventure in the Canadian Arctic! Join our team of highly motivated and experienced industry professionals as we provide safe, reliable, and affordable power across Nunavut. Working in Nunavut Nunavut is Canada's newest and largest territory and has the fastest growing economy in the country. With breathtaking landscapes and amazing adventure opportunities, you will find excitement not only in your career, but in your free time as well…",,,"Baker Lake, Keewatin region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Qulliq Energy Corporation,114153.0,133360.0,ca,[],123756.5
,,Business Systems & Data Analyst (On-site Maternity Leave Coverage),"Reporting to Manager, IT, the Business Systems & Data Analyst is a cross-functional role responsible for translating business needs into effective system, data, reporting, and process solutions, getting it implemented to optimize and streamline Q&C’s business processes. This is a full-time temporary maternity leave coverage role for a period of 12 to 18 months and 5-days week on-site position. Requirements Duties and Responsibilities The following is a list of the essential duties and responsib…",,,"Mississauga, Peel region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Q&C,75000.0,85000.0,ca,[],80000.0
,,Data Security Analyst,"Summary/Objective Paymentus is seeking a Data Security Analyst to join our Cyber Security team with a focus on Data Loss Prevention (DLP) . This role will support the day-to-day operation of the organization's DLP program by monitoring alerts, investigating incidents, maintaining policies, and helping protect sensitive data across cloud, endpoint, email, and SaaS environments. The ideal candidate is eager to grow their cybersecurity skills and enjoys solving technical problems while working wit…",,,"Richmond Hill, York region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Paymentus,83000.0,105000.0,ca,[],94000.0
,,"Business Process Data Analyst, OTCAnalyste de données opérationnelles","We are seeking a dynamic and detail-oriented Business Process Data Analyst to join our team! In this pivotal role, you will harness your analytical expertise and technical skills to optimize business processes through data-driven insights. Your energetic approach will drive continuous improvement initiatives, support project management efforts, and empower decision-makers with actionable intelligence. If you thrive in a fast-paced environment where innovation meets precision, this opportunity i…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Aliaxis,64800.0,81000.0,ca,[],72900.0
,,Senior Data Governance Analyst,"Senior Data Governance Analyst Who We Are Teranet is Canada’s leader in the delivery and transformation of statutory registry services with extensive expertise in land and commercial registries. We also market insightful property and data solutions, as well as practice management automation to thousands of customers in real estate, financial services, government, utilities, and legal markets. Connect. Grow. Thrive Together. To learn more about who we are visit our website: www.teranet.ca About …",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Teranet,110000.0,132000.0,ca,[],121000.0
,,Senior Data Quality Analyst,"Putting people first, every day BDO is a firm built on a foundation of positive relationships with our people and our clients. Each day, our professionals provide exceptional service, helping clients with advice and insight they can trust. In turn, we offer an award-winning environment that fosters a people-first culture with a high priority on your personal and professional growth. Your Opportunity The Data Quality Analyst will play a critical role in analyzing and improving data quality acros…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,BDO,77000.0,112000.0,ca,[],94500.0
,,Digital Analyst (12-month fixed term),"Digital Analyst (12-month fixed term contract) Are you passionate about data & analytics and eCommerce? If yes, we are looking for an intermediate digital analyst on a 12-month fixed term contract that has the possibility of getting extended or becoming permanent to help improve site conversion rates, loyalty and customer experience by creating dashboards, insights and experiments. As an intermediate digital analyst, you will Identify customer pain points and recommend site optimization opportu…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Best Buy Canada,70000.0,85000.0,ca,[],77500.0
,,Digital Solutions Analyst (12 Month Contract),"Job Type: Contract Department: Active Directory Required, Information Technology Salary: $99,994.00 - $124,994.00 Close Date (closes at 12:00 am on date noted below): September 9, 2026 Hours per Week: 35 Openings: 1 Position Summary About Milton Join one of Ontario’s fastest-growing and most dynamic municipalities. The Town of Milton is proud to deliver high-quality, sustainable municipal services that support a vibrant, inclusive, and forward-looking community where residents thrive, businesse…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Town of Milton,99994.0,124994.0,ca,[],112494.0
,,"Business Analyst, Digital Workplace","McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve – we care. What you do at McKesson matters. We foster a culture where you can grow, make an impact, and are empowered to bring new ideas. Together, we thrive as we shape the future of health for patien…",,,"Mississauga, Peel region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,McKesson,81500.0,108600.0,ca,[],95050.0
,,"Incident Response Analyst, Digital Forensics & Incident Response","About the Role: The Incident Response (IR) Analyst is a hands-on technical responder within ISA Cybersecurity's Digital Forensics & Incident Response (DFIR) function, delivering the Security Incident Response (SIR) service across client engagements. The role executes forensic collection, analysis, and containment work under the direction of the Cyber Incident Response Commander, building the case-based experience and technical depth that lead toward Incident Commander and Senior Analyst career …",,,"Etobicoke, Toronto",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,ISA Cybersecurity,75000.0,105000.0,ca,[],90000.0
,,Business Analyst (12 Month Contract),"Job Type: Contract Department: Salary: $79,576.00 - $99,471.00 Close Date (closes at 12:00 am on date noted below): September 21, 2026 Hours per Week: 35 Openings: 1 Position Summary About Milton Join one of Ontario’s fastest-growing and most dynamic municipalities. The Town of Milton is proud to deliver high-quality, sustainable municipal services that support a vibrant, inclusive, and forward-looking community where residents thrive, businesses succeed, and nature is respected and protected. …",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Town of Milton,79576.0,99471.0,ca,[],89523.5
,,"Consulting Analyst, Digital (Montreal Bilingual French and English) - Start Date Q4 2026","Huron is a global consultancy that collaborates with clients to drive strategic growth, ignite innovation and navigate constant change. Through a combination of strategy, expertise and creativity, we help clients accelerate operational, digital and cultural transformation, enabling the change they need to own their future. Join our team as the expert you are now and create your future. At Huron, you have the opportunity to discover your professional passions by being an integral part of our tea…",,,"Montréal, Québec",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Huron Consulting Services,81000.0,84000.0,ca,[],82500.0
,,"Consulting Analyst, Digital (Toronto) Start Dates Q3/Q4 2027 (Spring 2027 Graduates)","Huron is a global consultancy that collaborates with clients to drive strategic growth, ignite innovation and navigate constant change. Through a combination of strategy, expertise and creativity, we help clients accelerate operational, digital and cultural transformation, enabling the change they need to own their future. Join our team as the expert you are now and create your future. At Huron, you can discover your professional passions by being an integral part of our teams and getting expos…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Huron Consulting Services,81000.0,84000.0,ca,[],82500.0
,,Clinical Business Analyst / Clinical UX Analyst,"Clinical Business Analyst / Clinical UX Analyst Client: Service New Brunswick (SNB) / Government of New Brunswick Program: Provincial Clinical Information Solution (CIS) – Symbio Program Number of Positions: 2 Location: Remote within Canada Travel: Must be available to travel to New Brunswick at least once per month Contract: August 17, 2026 – August 16, 2028 Extensions: Two optional 1-year extensions Engagement: Full-Time Contract Standard Workday: 7.5 hours/day About the Opportunity Service N…",,,"Lower St. Marys, Fredericton",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,SereneAid,166400.0,187200.0,ca,[],176800.0
,,Quality Assurance Analyst,"Quality Assurance Analyst (Digital Solutions) Location: Vancouver, BC Salary Range: $74,000 - $114,000 Ready to take the next step in your career with a firm that values innovation, collaboration, continuous improvement, and delivering exceptional client experiences? Smythe LLP is seeking a detail-oriented and motivated Quality Assurance Analyst to join our growing Digital team. This is an exciting opportunity for a quality-focused professional who enjoys working at the intersection of technolo…",,,"Canada Place, Vancouver",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Smythe Careers,74000.0,114000.0,ca,[],94000.0
,,Organizational Performance Analyst,"Description What if you could redefine what's possible? With us, you can. With us, you can. You want Purpose. Growth. Opportunity. People who get it. We are the home of ambitious, passionate, and innovative world shapers. With an unmatched breadth and depth of engineering, advisory and science‑based expertise, our global minds unite to power local solutions. We are pathfinders and impact makers. We are Visioneers. We are WSP The Opportunity – Build the Future with Us Enable executive decision-m…",,,"Westmount, Montréal",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,WSP,77400.0,102500.0,ca,[],89950.0
,,Senior Business Systems Analyst (12 - month contract),"Who We Are For more than 130 years, The Salvation Army has served people in need in communities across Canada and Bermuda. Building on our roots as a world-wide Christian church, each year we help more than 2 million people, providing necessities such as food, clothing and shelter. In addition, we support people experiencing unemployment, addiction and family challenges. We continually adapt and innovate to meet emerging needs and live out our mission, vision and values of hope, service, dignit…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,The Salvation Army,105518.0,131913.0,ca,[],118715.5
,,SEO Analyst," Ever Ranked 1 for ""Impossible"" Keywords? We Should Talk. Because at Digital Shift, SEO isn't just about rankings – it's about transforming businesses. Picture this: You wake up to find your latest SEO strategy has just pushed a small family business past their local competitors. Their phone is ringing. Their calendar is filling up. And you? You're just getting started with your morning coffee. That's a typical day at Digital Shift, where SEO analysts don't just crunch numbers – they change liv…",,,"Signal Hill, Calgary",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Digital Shift,50000.0,60000.0,ca,['SEO'],55000.0
,,Business Analyst (SDLC),"Imagine working at the forefront of innovation in fluid-flow technology, with over 1,400 colleagues across the globe, and contributing to a legacy of excellence that spans eight manufacturing facilities on four continents. Armstrong Fluid Technology is more than just a leader in our industry; we are a community of the brightest and most creative minds, driven by a shared mission to engineer the future and safeguard our planet. As part of our team, you'll be immersed in an environment that foste…",,,"Scarborough, Toronto",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Armstrong Fluid Technology,75000.0,95000.0,ca,[],85000.0
,,Business Systems Analyst,"At CI, we see a great place to work as one that is a safe place for everyone to have a voice, where people are empowered to take ownership over meaningful work, where there is an opportunity to grow through stretching themselves, where they can work on innovative products and projects, and where employees are supported and engaged in doing so. Fixed Term Contract: Up to 12 months We are currently seeking a Business Systems Analyst to join our Digital Marketing team. In this role, you will partn…",,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,CI Financial,55000.0,95000.0,ca,[],75000.0
,,25-063 Business Analyst,"Job Description 25-063 Business Analyst Resume Due Date: Wed, July 16th 2025 Number of Vacancies: 1 Level: MP5 Hourly Rate: $80 - $95/hour INC Duration: 12 Months Hours: 35 Location: 700 University Avenue (Hybrid – 2 days remote) Job Overview The ERP Program Business Analyst, reporting into the Digital Technology & Services (DT&S) department, is a vital member of the ERP (Enterprise Resource Planning) Program. This role encompasses pre-planning, feasibility assessment, strategy development, com…",,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Morson,166400.0,197600.0,ca,[],182000.0
,,Trading Systems Support Analyst,"Best Workplaces™ in Canada 2022 - 2026 | Best Workplaces™ with Most Trusted Executive Teams 2024 - 2026 | Best Workplaces™ in Financial Services & Insurance 2022 - 2026 | Best Workplaces™ for Mental Wellness 2023 - 2026 | Best Workplaces™ for Giving Back 2022 & 2024 | Best Workplaces™ for Inclusion 2021, 2024, 2026 | Best Workplaces™ for Women 2021 | Best Workplaces™ in Ontario™ 2024 - 2025 | Best Workplaces™ for Professional Development 2025, 2026 | Best Workplaces™ for Young Talent 2026 One o…",,,"Berczy Park, City of Toronto",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_ca,Picton Mahoney Asset Management,70000.0,90000.0,ca,[],80000.0
,,Data Analyst - Full-Time/ Permanent,"About the company Tech Wire IT Pty Ltd is an Australian information technology company engaged in the provision of software development, IT consulting, system support, and digital technology solutions. The company is committed to delivering innovative, reliable, and high-quality technology services that help businesses improve operational efficiency and achieve their strategic objectives. Role overview The Data Analyst is responsible for collecting, interpreting, and transforming complex datase…",,,"Adelaide CBD, Adelaide",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,TECH WIRE IT PTY LTD,90000.0,110000.0,au,[],100000.0
,,Data Analyst,"Northern Adelaide Local Health Network – Clinical Governance – Elizabeth Vale Salary: $105,747 - $111,854 p.a. plus Superannuation and Salary Sacrifice benefits – ASO6 Ongoing Full-Time About the Role: An exciting opportunity is presented to work within the Northern Adelaide Local Health Network as a Data Analyst within Clinical Governance. Employees classified at this level use very high levels of their technical, corporate, informatics, ‘patient safety and quality’ knowledge, expertise, and e…",,,"Elizabeth Vale, Playford Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,SA Health,105747.0,111854.0,au,[],108800.5
,,Data Analyst,"Job Description Location: Melbourne, Southeastern Suburbs Salary Package: $115-$125k DOE  Super Role highlights: Support process improvement within a Head Office environment Role Overview This is a highly exciting role within a large complex industrial / manufacturing business whereby an opportunity has arisen for a high-calibre Data Analyst with an Accounting Operations appreciation and a process improvement outlook to join the business. Reporting to an experienced Transactional Finance Manage…",,,"Pinewood, Monash Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Reo Group,115000.0,120000.0,au,[],117500.0
,,Senior Data Analyst,"Cadence Connect is partnering with an innovative Australian organisation looking for a Senior Data Analyst to lead its analytics and BI capability. Working closely with engineering and business stakeholders, you'll build trusted datasets, develop scalable data models, improve data quality, and create reporting that drives smarter decision-making across the organisation. What you'll be doing, Design and maintain dimensional data models and transformation pipelines. Build and optimise Power BI da…",,,"Brisbane, Brisbane Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Cadence,140000.0,160000.0,au,['Power BI'],150000.0
,,Production Data Analyst,"EX Engineering Pty Ltd is part of IPD Group, a dynamic ASX listed, Australian owned business. We provide design, development and distribution of electrical products and technologies. Electrical hardware distribution with product assembly and workshop for customised solutions. Electrical vehicle charging hardware and infrastructure solutions, providing complete electrical engineering and service provider in high and low voltage projects. Having operated for 65 years we are trusted partner to our…",,,"Canning Vale, Canning Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,EX Engineering Pty Ltd.,75000.0,85000.0,au,[],80000.0
,,Senior Data Analyst,"Senior Data Analyst – Enterprise Data Analytics Full-Time (35hpw) Permanent Opportunity Salary Range: $ 134, 626 to $ 162,153 plus employer's contribution to superannuation and annual leave loading. Location: Haymarket About t he role: We are seeking an all-rounder Senior Data Analyst to a nalyse complex data from multiple sources to identif y revenue, proces s and business improvement opportunities; providing new informatio n and insights to the business to inform planning, continuous improvem…",,,"The Rocks, Sydney",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,NSW Department of Customer Service,134626.0,162153.0,au,[],148389.5
,,People Data Analyst,"Shape workforce insights that inform smarter decisions and strengthen how we support our people across DPHI! Temporary full-time opportunity (35 hours per week) up to 12 months Office located in Parramatta with flexible working supported Salary relative to experience, and ranges from $116,981.00 to $129,491.00 (Clerk Grade 7/8) Join our team and shape your world in a workplace that empowers you to do your best work and build a meaningful career. In this role, you will contribute to shaping live…",,,"Parramatta Area, Western Sydney",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Job Details,116981.0,129491.0,au,[],123236.0
,,Scientific Data Analyst,"For more than 50 years, ENSCO has been providing leading-edge engineering, science and advanced technology solutions to governments and private industries worldwide. ENSCO prides itself in creating and applying advanced technologies for mission success. We provide systems engineering, integration, and advanced technology services to transform the future safety, security, and resiliency of critical missions on the ground, in the air, in space, and in the information systems that connect these do…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,ENSCO,75000.0,130000.0,au,[],102500.0
,,Senior Data Analyst,"Implement your expert data knowledge to drive business objectives and the overall sustainability of DCP. Full-time temporary vacancy available until 30 June 2027 Oversee complex data analysis to fulfill business needs Provide professional consultation that bolsters service standards. Role Status: Full-time temporary vacancy available until 30 June 2027 Remuneration: ASO6 ($105,747 - $111,854) plus 12% superannuation Role Details: Facilitate exemplary outcomes for internal and external customers…",,,"Adelaide CBD, Adelaide",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Department for Child Protection,105747.0,111854.0,au,[],108800.5
,,Senior Business Data Analyst,"TheDriveGroup has partnered with a large Australian brand who are going through a large Data modernisation and Transformation program. They need a solid Senior Business Data Analyst who can stand alone and work in. fast paced lean environment. This role requires someone who has worn a Project Manager hat at times. To be considered for the role you MUST HAVE: - Senior Business Data Analyst - Data Flow, Data Analyst, Data Quality experience - Modern Data Projects - LakeHouse/ Data Warehouse - Str…",,,"Sydney, Sydney Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,TheDriveGroup,234000.0,247000.0,au,[],240500.0
,,Junior Scientific Data Analyst,"For more than 50 years, ENSCO has been providing leading-edge engineering, science and advanced technology solutions to governments and private industries worldwide. ENSCO prides itself in creating and applying advanced technologies for mission success. We provide systems engineering, integration, and advanced technology services to transform the future safety, security, and resiliency of critical missions on the ground, in the air, in space, and in the information systems that connect these do…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,ENSCO,65500.0,108222.0,au,[],86861.0
,,Senior Data Analyst - Multiple Vacancies,"Com m ission on Excellence and Innovation in Health – Clinical Informatics Directorate Salary: $130,046 to $134,956 – Multiple Vacancies - ASO8 – Full Time / Term Contract Up to 12 Months Overview: The Senior Data Analyst within the Clinical Informatics Directorate (CID) is responsible for delivering high quality analysis, reporting and data insights to support evidence-based decision-making across SA Health. The role focuses on interpreting complex health and service data, developing reports, …",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,SA Health,130046.0,134956.0,au,[],132501.0
,,Sr. Healthcare Data Analyst (Medicaid),"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Sr. Healthcare Data Analyst (Medicaid) based in Australia. This is a senior data analytics opportunity focused on using healthcare data to strengthen Medicaid program oversight. You will analyze large and complex datasets to identify patterns, vulnerabilities, and potential areas of fraud, waste, and abuse. The role combines advanced analytics, Medicaid policy knowle…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Jobgether,106250.0,143750.0,au,[],125000.0
,,Health Safety And Environment Security Data Analyst,"Personnel Area: Public Transport Services Branch: Strategy and Network Services Salary Range: Band 5 $98,778 - $111,969  Superannuation (Remuneration stated is for the full-time positions) Work type: Temporary Full-time Duration: 3 years Location: Brisbane Square Our Business Public Transport Services (PTS) is a group that brings together several branches which play a vital role delivering safe and reliable public transport for the people of Brisbane. Whether by bus, Metro, CityCat, ferry, e-bi…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Brisbane City Council,98778.0,111969.0,au,[],105373.5
,,Data & Reporting Analyst,"Gold Coast / Kingscliff based role. 3/2 hybrid environment About Our Client A public sector organisation based in Kingscliff, dedicated to serving the community through data-driven initiatives. Job Description Key Responsibilities* Design, build and maintain Power BI dashboards and reports. * Develop complex SQL queries and work with SQL Server databases. * Use SQL Server Management Studio (SSMS) to interrogate, validate and manage data. * Create and optimise Power Query data models and transfo…",,,"South Yarra, Stonnington Area",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,Michael Page,155988.0,176786.0,au,"['SQL', 'Power BI']",166387.0
,,Data Migration Analyst - NetSuite,"Data Analyst required to migrate data from source systems to NetSuite ERP platform for a leading manufacturing business. Responsibilities: leading migration of data to NetSuite managing data governance and integrity developing and maintaining a data dictionary Requirements: strong background working across NetSuite platform good knowledge of ETL tools previous experience working on data migration projects strong SQL and Excel skills If you have strong NetSuite expertise, click on the 'Apply' bu…",,,"Melbourne, Melbourne Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,FourQuarters,182000.0,182000.0,au,"['SQL', 'Excel', 'ETL']",182000.0
,,Junior Data Governance Analyst,"Looking to build a career in Data Governance? We're partnering with a well-established organisation investing heavily in its enterprise data capability. This is an excellent opportunity for a Data Steward, Junior Data Analyst or Data Management professional to develop your skills across data governance, metadata, data quality and modern data platforms while working alongside experienced governance leaders. You'll play a key role in improving the quality, accessibility and trust of enterprise da…",,,"Sydney, Sydney Region",,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,TheDriveGroup,100000.0,110000.0,au,[],105000.0
,,Senior Data and Evaluation Analyst,"Senior Data and Evaluation Analyst Clerk Grade: 9/10 Annual Salary Range: $129,464 - $142,665 plus superannuation Employment Type: Temporary role (up to 12 months), open to part-time or job share - possibility for extension or future permanent role - Location: Sydney Are you passionate about working with data to establish causal inference with real world behavioural applications? Do you have experience with randomised controlled trials and/or rigorous observational studies? Can you bring a curi…",,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,adzuna_au,NSW Government,129464.0,142665.0,au,[],136064.5
